Unnamed: 0,title,year,age_group,imdb,rotten_tomato,streaming,title2
395,Designated Survivor,2016,7+,7.5,71.0,Netflix,designated survivor
396,Julie & Julia,2009,13+,7.0,77.0,Netflix,julie & julia
397,Jonathan Strange & Mr Norrell,2015,16+,8.1,91.0,Netflix,
398,Indiana Jones and the Kingdom of the Crystal Skull,2008,13+,6.1,78.0,Netflix,indiana jones and the kingdom of the crystal skull
399,Hell on Wheels,2011,16+,8.3,72.0,Netflix,hell on wheels
400,Love,2016,18+,7.7,94.0,Netflix,love
401,Little Fires Everywhere,2020,18+,7.7,79.0,Netflix,
402,The 4400,2004,7+,7.3,95.0,Netflix,the 4400
403,The Spy,2019,18+,7.9,86.0,Netflix,the spy
404,F is for Family,2015,18+,8.0,86.0,Netflix,f is for family
405,Da 5 Bloods,2020,18+,6.7,92.0,Netflix,
406,The Endless,2018,,6.5,94.0,Netflix,the endless
407,Everybody's Everything,2019,18+,7.5,10.0,Netflix,
408,On My Block,2018,16+,8.1,97.0,Netflix,on my block
409,Sairat,2016,,8.3,10.0,Netflix,sairat
410,Mary Poppins Returns,2018,7+,6.7,79.0,Netflix,mary poppins returns
411,Extras,2005,16+,8.3,89.0,Netflix,extras
412,Limitless,2015,16+,7.7,57.0,Netflix,limitless
413,The Game Changers,2019,,7.9,70.0,Netflix,the game changers
414,Bleach,2004,18+,8.1,,Netflix,bleach
415,Marco Polo,2014,18+,8.0,67.0,Netflix,marco polo
416,Underworld,2003,18+,7.0,31.0,Netflix,underworld
417,Kon-Tiki,2012,13+,7.2,81.0,Netflix,kon-tiki
418,Kajaki,2014,18+,7.1,10.0,Netflix,kajaki
419,I Don't Feel at Home in This World Anymore,2017,18+,6.9,88.0,Netflix,i don't feel at home in this world anymoreoriginal
420,The Fosters,2013,16+,7.9,97.0,Netflix,the fosters
421,Under the Shadow,2016,13+,6.9,99.0,Netflix,under the shadow
422,Juice,1992,18+,7.1,79.0,Netflix,juice
423,Wadjda,2012,7+,7.5,99.0,Netflix,wadjda
424,"Lust, Caution",2007,18+,7.5,72.0,Netflix,
425,Call the Midwife,2012,7+,8.4,89.0,Netflix,
426,Mirage,2018,18+,7.4,71.0,Netflix,mirage
427,The One I Love,2014,18+,7.1,82.0,Netflix,the one i love
428,The Fear of 13,2015,,7.7,94.0,Netflix,the fear of 13
429,Stree,2018,7+,7.6,77.0,Netflix,stree
430,Aquarius,2016,,7.5,97.0,Netflix,aquarius
431,In This Corner of the World,2016,13+,7.8,97.0,Netflix,in this corner of the world
432,The Distinguished Citizen,2016,,7.5,10.0,Netflix,the distinguished citizen
433,American Factory,2019,16+,7.4,97.0,Netflix,american factoryoriginal
434,Sinister,2012,18+,6.8,64.0,Netflix,sinister
435,Delhi Crime,2019,,8.5,91.0,Netflix,delhi crime
436,What Happened to Monday,2017,18+,6.9,59.0,Netflix,what happened to mondayoriginal
437,Scooby-Doo on Zombie Island,1998,all,7.8,86.0,Netflix,scooby-doo on zombie island
438,Madagascar: Escape 2 Africa,2008,7+,6.6,64.0,Netflix,
439,Jarhead,2005,18+,7.0,61.0,Netflix,jarhead
440,The Hundred-Foot Journey,2014,7+,7.3,67.0,Netflix,the hundred-foot journey
441,Wynonna Earp,2016,16+,7.4,93.0,Netflix,wynonna earp
442,Top Boy,2011,18+,8.4,95.0,Netflix,top boy
443,Salt,2010,13+,6.4,62.0,Netflix,salt
444,The Matrix Revolutions,2003,18+,6.8,35.0,Netflix,the matrix revolutions
445,Haikyu!!,2014,16+,8.7,,Netflix,haikyu!!
446,Haven,2010,16+,7.5,63.0,Netflix,haven
447,Middleditch & Schwartz,2020,18+,8.7,10.0,Netflix,
448,The Order,2019,18+,6.9,10.0,Netflix,the order
449,Slow West,2015,18+,6.9,92.0,Netflix,slow west
450,The Perfection,2018,18+,6.1,83.0,Netflix,the perfectionoriginal
451,Blood Father,2016,18+,6.4,89.0,Netflix,blood father
452,The White Helmets,2016,16+,7.5,10.0,Netflix,
453,Defiance,2008,18+,7.2,57.0,Netflix,defiance
454,Ace Ventura: Pet Detective,1994,13+,6.9,48.0,Netflix,
455,Dirty John,2018,16+,7.1,79.0,Netflix,
456,Chasing Coral,2017,,8.1,10.0,Netflix,chasing coraloriginal
457,The Wolf's Call,2019,16+,6.9,92.0,Netflix,the wolf's calloriginal
458,Bloodline,2015,18+,8.0,62.0,Netflix,bloodline
459,Soul Eater,2008,16+,7.8,10.0,Netflix,soul eater
460,Suburra,2015,,7.4,91.0,Netflix,suburra
461,Chewing Gum,2015,16+,7.7,10.0,Netflix,
462,Rush: Beyond the Lighted Stage,2010,,8.4,90.0,Netflix,rush: beyond the lighted stage
463,Travelers,2016,16+,8.1,,Netflix,travelers
464,The Death of Mr. Lazarescu,2005,18+,7.9,93.0,Netflix,the death of mr. lazarescu
465,Yes Man,2008,13+,6.8,46.0,Netflix,yes man
466,The End of the Tour,2015,18+,7.3,92.0,Netflix,the end of the tour
467,My Week with Marilyn,2011,13+,7.0,83.0,Netflix,my week with marilyn
468,Hart of Dixie,2011,7+,7.7,81.0,Netflix,hart of dixie
469,Ip Man 3,2015,13+,7.1,78.0,Netflix,ip man 3
470,Get Him to the Greek,2010,18+,6.4,72.0,Netflix,get him to the greek
471,Dave Chappelle: Sticks & Stones,2019,18+,8.5,35.0,Netflix,dave chappelle
472,Private Life,2018,,7.2,94.0,Netflix,private lifeoriginal
473,Merlin,2008,7+,7.9,,Netflix,merlin
474,The Magicians,2015,16+,7.6,,Netflix,the magicians
475,Secret Superstar,2017,,7.9,90.0,Netflix,secret superstar
476,The Meyerowitz Stories (New and Selected),2017,18+,6.9,93.0,Netflix,the meyerowitz stories (new and selected)original
477,Messiah,2020,18+,7.7,44.0,Netflix,messiah
478,Inequality for All,2013,7+,8.0,90.0,Netflix,inequality for all
479,Don't F**k with Cats: Hunting an Internet Killer,2019,18+,8.1,67.0,Netflix,don't f**k with cats: hunting an internet killer
480,20 Feet from Stardom,2013,13+,7.4,99.0,Netflix,20 feet from stardom
481,John Mulaney: Kid Gorgeous at Radio City,2018,18+,7.9,10.0,Netflix,john mulaney: kid gorgeous at radio cityoriginal
482,Under the Skin,2014,18+,6.3,85.0,Netflix,under the skin
483,Richard Pryor: Live in Concert,1979,18+,8.2,92.0,Netflix,richard pryor: live in concert
484,Goon,2012,18+,6.8,81.0,Netflix,goon
485,For the Love of Spock,2016,,7.6,10.0,Netflix,for the love of spock
486,That '70s Show,1998,16+,8.1,,Netflix,that '70s show
487,Chef's Table,2015,all,8.6,10.0,Netflix,chef's table
488,Feel Good,2020,,7.5,10.0,Netflix,feel good
489,'Allo 'Allo!,1984,7+,8.3,,Netflix,
490,Malcolm in the Middle,2000,7+,8.0,,Netflix,
491,Terminator 3: Rise of the Machines,2003,18+,6.3,69.0,Netflix,terminator 3: rise of the machines
492,The Battered Bastards of Baseball,2014,,8.0,10.0,Netflix,the battered bastards of baseballoriginal
493,TURN: Washington's Spies,2014,16+,8.1,81.0,Netflix,turn: washington's spies
494,Guru,2007,13+,7.7,83.0,Netflix,guru
495,The Polar Express,2004,all,6.6,56.0,Netflix,the polar express
496,Lost Girl,2010,16+,7.7,65.0,Netflix,lost girlsoriginal
497,Creep 2,2017,,6.4,10.0,Netflix,creep 2
498,Supersonic,2016,18+,7.9,84.0,Netflix,supersonic
499,Dead Set,2008,18+,7.7,90.0,Netflix,
500,Code 8,2019,,6.1,79.0,Netflix,code 8
501,Olympus Has Fallen,2013,18+,6.5,49.0,Netflix,olympus has fallen
502,Legend,2015,18+,6.9,61.0,Netflix,legend
503,Crash Landing on You,2019,16+,8.8,,Netflix,crash landing on you
504,"What Happened, Miss Simone?",2015,,7.6,89.0,Netflix,"what happened, miss simone?original"
505,Marcella,2016,18+,7.4,65.0,Netflix,marcella
506,Living with Yourself,2019,18+,7.2,84.0,Netflix,living with yourself
507,Catfish,2010,13+,7.1,80.0,Netflix,catfish
508,Episodes,2011,18+,7.8,80.0,Netflix,episodes
509,Twister,1996,13+,6.4,57.0,Netflix,twister
510,The Pixar Story,2007,all,7.8,86.0,Netflix,
511,Crazy Ex-Girlfriend,2015,16+,7.8,98.0,Netflix,crazy ex-girlfriend
512,Tell Me Who I Am,2019,,7.6,95.0,Netflix,i am
513,Jeffrey Epstein: Filthy Rich,2020,,7.1,81.0,Netflix,
514,The Edge of Democracy,2019,16+,7.1,97.0,Netflix,the edge of democracyoriginal
515,Galavant,2015,7+,8.1,89.0,Netflix,galavant
516,Marvel's Iron Fist,2017,18+,6.5,37.0,Netflix,marvel's iron fist
517,9,2009,13+,7.1,57.0,Netflix,9
518,Zack and Miri Make a Porno,2008,18+,6.5,65.0,Netflix,zack and miri make a porno
519,Hey Arnold! The Jungle Movie,2017,7+,7.6,10.0,Netflix,hey arnold! the jungle movie
520,Boy & the World,2014,7+,7.6,93.0,Netflix,
521,The Keepers,2017,16+,8.1,96.0,Netflix,the keepers
522,Case Closed,1996,16+,8.4,,Netflix,case closed
523,Crip Camp: A Disability Revolution,2020,18+,7.8,10.0,Netflix,crip camp: a disability revolutionoriginal
524,The Highwaymen,2019,18+,6.9,57.0,Netflix,the highwaymenoriginal
525,Child's Play,1988,18+,6.6,71.0,Netflix,child's play
526,The Originals,2013,16+,8.2,27.0,Netflix,
527,Remember,2015,18+,7.5,70.0,Netflix,remember
528,Undefeated,2011,13+,7.7,96.0,Netflix,undefeated
529,Imposters,2017,16+,7.8,10.0,Netflix,imposters
530,Unrest,2017,,7.7,10.0,Netflix,unrest
531,Obvious Child,2014,18+,6.8,90.0,Netflix,obvious child
532,She-Ra and the Princesses of Power,2018,all,7.6,97.0,Netflix,she-ra and the princesses of power
533,"Hail, Caesar!",2016,13+,6.3,85.0,Netflix,
534,Louis C.K. 2017,2017,18+,7.6,10.0,Netflix,
535,April and the Extraordinary World,2015,7+,7.3,96.0,Netflix,april and the extraordinary world
536,Hancock,2008,13+,6.4,41.0,Netflix,hancock
537,1922,2017,18+,6.3,90.0,Netflix,1922
538,The Spiderwick Chronicles,2008,7+,6.5,80.0,Netflix,the spiderwick chronicles
539,Star Trek: Enterprise,2001,7+,7.5,57.0,Netflix,star trek: enterprise
540,Blue Mountain State,2010,18+,8.3,,Netflix,
541,A Shaun the Sheep Movie: Farmageddon,2019,all,6.9,97.0,Netflix,a shaun the sheep movie: farmageddonoriginal
542,A Twelve-Year Night,2018,,7.6,88.0,Netflix,
543,Ezel,2009,all,8.6,,Netflix,ezel
544,Team Foxcatcher,2016,,7.3,10.0,Netflix,team foxcatcheroriginal
545,22 July,2018,18+,6.8,80.0,Netflix,22 julyoriginal
546,Creep,2014,18+,6.3,89.0,Netflix,creep
547,Lenox Hill,2020,,8.7,10.0,Netflix,
548,Queer as Folk,1999,18+,8.2,10.0,Netflix,queer as folk
549,Last Breath,2019,,7.7,92.0,Netflix,
550,Happy as Lazzaro,2018,,7.6,91.0,Netflix,happy as lazzarooriginal
551,Den of Thieves,2018,18+,7.0,41.0,Netflix,
552,Udta Punjab,2016,18+,7.8,91.0,Netflix,udta punjab
553,Disenchantment,2018,16+,7.2,68.0,Netflix,disenchantment
554,The Angry Birds Movie 2,2019,7+,6.4,73.0,Netflix,the angry birds movie 2
555,Circus of Books,2019,,7.0,98.0,Netflix,
556,American Honey,2016,18+,7.0,79.0,Netflix,american honey
557,Paddleton,2019,18+,7.2,89.0,Netflix,paddleton
558,Candyman,1992,18+,6.6,74.0,Netflix,candyman
559,Awe!,2018,,7.8,10.0,Netflix,awe!
560,Cheers,1982,7+,7.8,,Netflix,cheers
561,Heartland,2007,7+,8.4,45.0,Netflix,heartland
562,Blue Jay,2016,,7.3,90.0,Netflix,blue jay
563,Sour Grapes,2016,16+,7.3,96.0,Netflix,sour grapes
564,Nurse Jackie,2009,18+,7.7,81.0,Netflix,nurse jackie
565,The Willoughbys,2020,7+,6.4,90.0,Netflix,
566,The Christmas Chronicles,2018,7+,7.1,64.0,Netflix,the christmas chroniclesoriginal
567,Doctor Foster,2015,16+,7.7,85.0,Netflix,doctor foster
568,Pokémon,1997,7+,7.5,,Netflix,pokémon
569,Cargo,2017,,6.3,85.0,Netflix,cargo
570,Cuba and the Cameraman,2017,,8.2,10.0,Netflix,cuba and the cameramanoriginal
571,Adam Sandler: 100% Fresh,2018,18+,7.6,92.0,Netflix,
572,Walk Hard: The Dewey Cox Story,2007,18+,6.8,74.0,Netflix,
573,The Witch: Part 1. The Subversion,2018,,7.1,87.0,Netflix,the witch
574,The Interview,2014,18+,6.5,52.0,Netflix,the interview
575,Williams,2017,,7.6,93.0,Netflix,williams
576,It Comes at Night,2017,18+,6.2,87.0,Netflix,it comes at night
577,Triple Frontier,2019,18+,6.4,72.0,Netflix,triple frontieroriginal
578,JoJo's Bizarre Adventure,2012,18+,8.4,,Netflix,jojo's bizarre adventure
579,Bad Boys II,2003,18+,6.6,23.0,Netflix,bad boys ii
580,Mirai,2018,7+,7.0,91.0,Netflix,mirai
581,Us and Them,2018,,7.3,10.0,Netflix,us and themoriginal
582,Madam Secretary,2014,16+,7.6,68.0,Netflix,madam secretary
583,American Crime,2015,16+,7.8,96.0,Netflix,american crime
584,Turbo,2013,7+,6.4,67.0,Netflix,turbo
585,Hilda,2018,7+,8.6,10.0,Netflix,hilda
586,Babylon Berlin,2017,18+,8.4,,Netflix,babylon berlin
587,Being Elmo: A Puppeteer's Journey,2011,7+,7.6,95.0,Netflix,being elmo: a puppeteer's journey
588,Kipo and the Age of Wonderbeasts,2020,7+,8.3,10.0,Netflix,kipo and the age of wonderbeasts
589,The Staircase,2005,16+,7.9,93.0,Netflix,the staircase
590,Bright,2017,18+,6.3,28.0,Netflix,bright
591,Delhi Belly,2011,,7.6,87.0,Netflix,delhi belly
592,Springsteen On Broadway,2018,,8.5,95.0,Netflix,springsteen on broadwayoriginal
593,The Sky Is Pink,2019,,7.6,72.0,Netflix,the sky is pink
594,Fairy Tail,2009,16+,8.0,,Netflix,fairy tail
595,Cheer,2020,16+,8.2,96.0,Netflix,cheer
596,Calibre,2018,18+,6.7,93.0,Netflix,calibre
597,Better Than Us,2018,,7.4,10.0,Netflix,better than us
598,Mansfield Park,1999,13+,7.1,77.0,Netflix,mansfield park
599,First They Killed My Father,2017,18+,7.2,89.0,Netflix,first they killed my fatheroriginal
600,Mary and the Witch's Flower,2017,7+,6.8,89.0,Netflix,mary and the witch's flower
601,Voltron: Legendary Defender,2016,7+,8.1,10.0,Netflix,voltron: legendary defender
602,Legacies,2018,16+,7.5,,Netflix,legacies
603,The Politician,2019,16+,7.5,62.0,Netflix,the politician
604,Lilyhammer,2012,18+,8.0,65.0,Netflix,lilyhammer
605,Glee,2009,16+,6.7,71.0,Netflix,glee
606,Portlandia,2011,16+,7.8,94.0,Netflix,portlandia
607,Bobby Robson: More Than a Manager,2018,,8.2,10.0,Netflix,bobby robson: more than a manager
608,The American Meme,2018,,7.2,10.0,Netflix,the american memeoriginal
609,Outlaw King,2018,18+,6.9,61.0,Netflix,outlaw kingoriginal
610,The Babysitter,2017,18+,6.3,71.0,Netflix,the babysitteroriginal
611,The Devil We Know,2018,,7.7,10.0,Netflix,the devil we know
612,The Society,2019,7+,7.0,86.0,Netflix,the society
613,Even the Rain,2010,,7.4,87.0,Netflix,even the rain
614,Krisha,2016,18+,7.2,95.0,Netflix,krisha
615,GHOUL,2018,18+,7.1,83.0,Netflix,ghoul
616,Safe,2018,18+,7.3,77.0,Netflix,safe
617,Rise of Empires: Ottoman,2020,18+,8.0,,Netflix,rise of empires: ottoman
618,21,2008,13+,6.8,36.0,Netflix,21
619,Jodhaa Akbar,2008,13+,7.6,75.0,Netflix,jodhaa akbar
620,Heneral Luna,2015,18+,7.6,71.0,Netflix,heneral luna
621,Helix,2014,16+,6.8,81.0,Netflix,helix
622,Up in Smoke,1978,18+,7.0,50.0,Netflix,cheech & chong's up in smoke
623,Five Came Back,2017,16+,8.3,97.0,Netflix,five came back
624,Kill the Messenger,2014,18+,6.9,77.0,Netflix,kill the messenger
625,Dear Ex,2018,18+,7.4,89.0,Netflix,dear exoriginal
626,Tomorrow Never Dies,1997,13+,6.5,57.0,Netflix,tomorrow never dies
627,The Ritual,2017,18+,6.3,71.0,Netflix,the ritualoriginal
628,Chitty Chitty Bang Bang,1968,all,6.9,67.0,Netflix,chitty chitty bang bang
629,Medici: Masters of Florence,2016,7+,7.9,,Netflix,
630,Get Me Roger Stone,2017,16+,7.4,88.0,Netflix,get me roger stoneoriginal
631,"Extremely Wicked, Shockingly Evil and Vile",2019,18+,6.6,55.0,Netflix,"extremely wicked, shockingly evil and vileoriginal"
632,Super Dark Times,2017,,6.6,89.0,Netflix,super dark times
633,Veronica,2017,18+,6.2,88.0,Netflix,veronica
634,Kai Po Che!,2013,,7.6,76.0,Netflix,kai po che!
635,How the Grinch Stole Christmas,2000,7+,6.2,50.0,Netflix,how the grinch stole christmas
636,The Duchess,2008,13+,6.9,62.0,Netflix,the duchess
637,Beasts of No Nation,2015,,7.7,91.0,Netflix,beasts of no nationoriginal
638,Evil Genius,2018,18+,7.6,80.0,Netflix,evil genius: the true story of america's most diabolical bank heist
639,Marianne,2019,18+,7.5,93.0,Netflix,marianne
640,Fullmetal Alchemist,2003,16+,8.5,,Netflix,fullmetal alchemist
641,De Palma,2016,18+,7.4,94.0,Netflix,de palma
642,Click,2006,13+,6.4,33.0,Netflix,click
643,Bleed for This,2016,18+,6.8,69.0,Netflix,bleed for this
644,A Wednesday!,2008,,8.1,,Netflix,a wednesday
645,The Lovebirds,2020,18+,6.0,66.0,Netflix,
646,Skins,2007,18+,8.2,,Netflix,skins
647,Alex Strangelove,2018,18+,6.3,86.0,Netflix,alex strangeloveoriginal
648,She's Gotta Have It,1986,18+,6.7,91.0,Netflix,she's gotta have it
649,Girl,2018,18+,7.1,84.0,Netflix,girl
650,Tallulah,2016,,6.7,84.0,Netflix,tallulah
651,Bareilly's Barfi,2017,,7.5,86.0,Netflix,
652,Operation Odessa,2018,18+,7.7,10.0,Netflix,operation odessa
653,Holding the Man,2015,,7.4,81.0,Netflix,holding the man
654,Alpha Dog,2006,18+,6.9,54.0,Netflix,alpha dog
655,Raising Dion,2019,7+,7.2,82.0,Netflix,raising dion
656,Spectral,2016,13+,6.3,75.0,Netflix,spectral
657,Last Tango in Halifax,2012,16+,8.3,98.0,Netflix,last tango in halifax
658,Glitch,2015,16+,7.4,80.0,Netflix,glitch
659,North & South,2004,7+,8.6,,Netflix,
660,Other People,2016,,6.8,85.0,Netflix,other people
661,The Mechanism,2018,16+,8.4,80.0,Netflix,the mechanism
662,I am Divine,2013,,7.6,96.0,Netflix,i am
663,Cairo Station,1958,,7.7,10.0,Netflix,
664,Terminator Salvation,2009,13+,6.5,33.0,Netflix,terminator salvation
665,Echo in the Canyon,2019,13+,6.9,90.0,Netflix,echo in the canyon
666,ERASED,2016,16+,8.5,,Netflix,erased
667,Mune: Guardian of the Moon,2015,7+,7.2,80.0,Netflix,mune: guardian of the moon
668,Versailles,2015,16+,7.9,66.0,Netflix,versailles
669,Bloodsport,1988,18+,6.8,40.0,Netflix,bloodsport
670,Dracula,2020,18+,6.8,74.0,Netflix,dracula
671,The Lake House,2006,7+,6.8,35.0,Netflix,
672,Hotel Transylvania 3: Summer Vacation,2018,7+,6.3,62.0,Netflix,hotel transylvania 3: summer vacation
673,Documentary Now!,2015,18+,8.1,94.0,Netflix,documentary now!
674,Handsome Devil,2017,,7.1,83.0,Netflix,handsome devil
675,My Happy Family,2017,,7.4,10.0,Netflix,
676,The Rain,2018,18+,6.4,82.0,Netflix,the rain
677,The Accountant of Auschwitz,2018,,7.3,10.0,Netflix,the accountant of auschwitz
678,Secret City,2016,16+,7.4,10.0,Netflix,secret city
679,Ittefaq,2017,7+,7.2,89.0,Netflix,ittefaq
680,The Siege of Jadotville,2016,,7.2,60.0,Netflix,the siege of jadotvilleoriginal
681,Period. End of Sentence.,2018,,7.4,83.0,Netflix,
682,Retribution,2015,,6.6,10.0,Netflix,retribution
683,Code Geass: Lelouch of the Rebellion,2006,18+,8.6,,Netflix,code geass: lelouch of the rebellion
684,Everything Sucks!,2018,16+,7.5,72.0,Netflix,everything sucks!
685,Whisky,2004,,7.1,10.0,Netflix,whisky
686,Suffragette,2015,13+,6.9,73.0,Netflix,suffragette
687,The Seven Deadly Sins,2014,16+,8.1,,Netflix,the seven deadly sins
688,Hannah Gadsby: Douglas,2020,,7.8,90.0,Netflix,
689,Oceans,2009,all,7.8,81.0,Netflix,oceans
690,Underworld: Evolution,2006,18+,6.7,17.0,Netflix,
691,Parasyte -the maxim-,2014,18+,8.4,,Netflix,
692,The 24 Hour War,2016,,7.2,10.0,Netflix,the 24 hour war
693,Time: The Kalief Browder Story,2017,16+,8.5,10.0,Netflix,time: the kalief browder story
694,The Sapphires,2012,13+,7.0,91.0,Netflix,the sapphires
695,Our Souls at Night,2017,16+,6.9,90.0,Netflix,our souls at nightoriginal
696,Shooter,2016,16+,7.5,44.0,Netflix,shooter
697,Cam,2018,18+,5.9,93.0,Netflix,cam
698,The World Is Not Enough,1999,13+,6.4,52.0,Netflix,the world is not enough
699,6 Underground,2019,18+,6.1,36.0,Netflix,6 undergroundoriginal
700,Quantico,2015,16+,6.7,82.0,Netflix,quantico
701,Everybody Knows,2018,18+,6.9,78.0,Netflix,everybody knows
702,Tinker Bell and the Legend of the NeverBeast,2014,all,7.3,75.0,Netflix,tinker bell and the legend of the neverbeast
703,Your Lie in April,2014,7+,8.6,,Netflix,your lie in april
704,Hold the Dark,2018,,5.6,73.0,Netflix,hold the darkoriginal
705,Shirkers,2018,,7.4,10.0,Netflix,shirkers
706,Bandits,2001,13+,6.5,64.0,Netflix,bandits
707,Before I Fall,2017,13+,6.4,64.0,Netflix,
708,Beyond the Mat,1999,18+,7.6,82.0,Netflix,beyond the mat
709,Sarah's Key,2010,13+,7.5,72.0,Netflix,sarah's key
710,Next Gen,2018,7+,6.6,80.0,Netflix,star trek: the next generation
711,Fuller House,2016,7+,6.8,28.0,Netflix,fuller house
712,Soul Surfer,2011,7+,7.0,45.0,Netflix,
713,Hulk Vs.,2009,13+,7.0,10.0,Netflix,
714,The Toys That Made Us,2017,16+,8.1,10.0,Netflix,
715,The Devil Next Door,2019,18+,7.6,91.0,Netflix,the devil next door
716,Wentworth,2013,18+,8.6,,Netflix,wentworth
717,Sword Art Online,2012,16+,7.6,,Netflix,sword art online alternative: gun gale online
718,One Day,2011,13+,7.0,36.0,Netflix,one day
719,Scary Movie,2000,18+,6.2,53.0,Netflix,scary movie
720,Filmworker,2018,,7.4,95.0,Netflix,filmworker
721,Session 9,2001,18+,6.4,64.0,Netflix,
722,Rurouni Kenshin,1996,16+,8.5,,Netflix,
723,Abstract: The Art of Design,2017,16+,8.4,10.0,Netflix,abstract: the art of design
724,Flowers,2016,,8.2,10.0,Netflix,flowers
725,Bathtubs Over Broadway,2018,13+,7.5,10.0,Netflix,bathtubs over broadway
726,Event Horizon,1997,18+,6.7,27.0,Netflix,event horizon
727,The Dirt,2019,18+,7.0,42.0,Netflix,the dirtoriginal
728,Frequency,2016,7+,7.5,77.0,Netflix,frequency
729,He Never Died,2015,18+,6.4,87.0,Netflix,he never died
730,The Exception,2017,18+,6.8,74.0,Netflix,the exception
731,InuYasha,2000,16+,7.9,,Netflix,inuyasha
732,King Jack,2015,,7.0,94.0,Netflix,king jack
733,Merlí,2015,16+,8.6,,Netflix,merlí
734,Badla,2019,7+,7.9,57.0,Netflix,badla
735,Anna Karenina,2012,18+,6.6,63.0,Netflix,anna karenina
736,Underworld: Rise of the Lycans,2009,18+,6.6,30.0,Netflix,
737,The Chef Show,2019,18+,8.2,10.0,Netflix,the chef show
738,Frontier,2016,18+,7.2,75.0,Netflix,frontier
739,Mississippi Grind,2015,18+,6.4,91.0,Netflix,mississippi grind
740,Ice Guardians,2016,,7.5,10.0,Netflix,ice guardians
741,The Water Diviner,2014,18+,7.0,61.0,Netflix,the water diviner
